,Address,Body
155,AY-AIRTEL,90% Alert:You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App:  u.airtel.in/Data90
156,BZ-653740,BSNL Extra 30days Festive Offer! Total365+30=395days with PV-1999: U/LVoice+U/LData+100SMS/day+PRBT+EROS. Recharge via http://bit.ly/mBSNApp. Limited period Offer!
157,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
158,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
159,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
160,AY-AIRTEL,90% Alert:You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App:  u.airtel.in/Data90
161,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
162,AY-AIRTEL,90% Alert:You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App:  u.airtel.in/Data90
163,AIRDOT,"अगर आपके पास कोई अंतरराष्ट्रीय कॉल आई है, जिसमें दर्शाया गया नंबर भारतीय है या कोई भी नंबर नहीं दर्शाया गया है, तो कृप्या इसकी जानकारी DoT टोल फ्री नंबर 1800110420/1963 पर दें।"
164,AY-AIRTEL,"100% ALERT:You've used 100% of your daily highspeed data limit. Speed is now reduced to 64Kbps. For data packs, click i.airtel.in/rc89"
165,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
166,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
167,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
168,QP-URRUMY,"बधाई हो,अपने रम्मी खाते में 2000 बोनस प्राप्त करें r09.in/s/XT70iMxpM8"
169,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
170,TM-HDFCBK,"Dear Mohd! Know how you can enable your HDFC Bank Debit card for online, contactless and international usage here: hdfcbk.io/g/Kq5kiASZuoH"
171,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
172,AY-AIRTEL,"GAYTRI VIHAR में एयरटेल का नेटवर्क अपग्रेड कर दिया है| अब आनंद लें और भी बेहतर नेटवर्क, VoLTE, इंडोर कवरेज और तेज़ डाटा स्पीड का|"
173,AY-AIRTEL,90% Alert:You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App:  u.airtel.in/Data90
174,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
175,BZ-653740,BSNL offers discounted STV-139 with benefits of STV-187 (U/L calls+ U/L 2GB/day data+ 100SMS/day: 28 days) Call 1503.Recharge STV-139 via http://bit.ly/mBSNApp
176,BZ-BSNLMP,BSNL offers discounted PV-1199 with benefits of PV-1499 (U/L calls+ 24GB data: 365 days) For details Call 1503. Recharge PV-1199 via http://bit.ly/mBSNApp
177,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
178,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
179,BZ-653740,BSNL offers discounted STV-139 with benefits of STV-187 (U/L calls+ U/L 2GB/day data+ 100SMS/day: 28 days) Call 1503.Recharge STV-139 via http://bit.ly/mBSNApp
180,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
181,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
182,BZ-653740,BSNL offers discounted PV-1199 with benefits of PV-1499 (U/L calls+ 24GB data: 365 days) For details Call 1503. Recharge PV-1199 via http://bit.ly/mBSNApp
183,BZ-653740,BSNL offers discounted STV-139 with benefits of STV-187 (U/L calls+ U/L 2GB/day data+ 100SMS/day: 28 days) Call 1503.Recharge STV-139 via http://bit.ly/mBSNApp
184,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
185,AZ-AIRTEL,Aapka Airtel Pack 25-Nov-21 tak manya hai. Aaj hi unlimited pack se recharge karein. Naye pack ki validity  ke baad hi shuri hogi: www.bit.ly/rchhome
186,AIRTEL,कीमत बढ़ने से पहले रीचार्ज करें| अनलिमिटेड रीचार्ज पर रु500/साल तक बचाए| लम्बी वैधता के पैक से रीचार्ज करें और अधिक बचाए| मौजूदा पैक की समाप्ति के बाद वैधता जोड़ दी जाएगी|
187,AY-AIRTEL,90% Alert:You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App:  u.airtel.in/Data90
188,TM-ECIsms,Your application has been received for inclusion of name in electoral roll for first time voter. Use EUA843545827 for future reference
189,AZ-AIRTEL,Aapke Airtel Pack ki validity 25-Nov-21 tak hai.Recharge na hone par sewayein band ho sakti hain.Recharge karein: bit.ly/31U2rs8. Kar lia hai toh ignore karein
190,TM-ECIsms,Blo has been assigned for form EUA843545827.Blo name Virendra Modi
191,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
192,BZ-653740,BSNL offers discounted STV-139 with benefits of STV-187 (U/L calls+ U/L 2GB/day data+ 100SMS/day: 28 days) Call 1503.Recharge STV-139 via http://bit.ly/mBSNApp
193,BZ-653740,BSNL offers discounted PV-1199 with benefits of PV-1499 (U/L calls+ 24GB data: 365 days) For details Call 1503. Recharge PV-1199 via http://bit.ly/mBSNApp
194,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
195,BZ-653740,Bumper discount on new BSNL FTTH of  90% on First month Fixed monthly charges max up to Rs. 500visit https://bookmyfiber.bsnl.co.in/ T&C apply ltd period offer
196,AZ-AIRTEL,Aapke Airtel Pack ki validity kal samapt hogi. Recharge na hone par outgoing sewa band ho jaegi. Recharge karein: bit.ly/31U2rs8 . Kar lia hai toh ignore karein
197,TM-ECIsms,Form EUA843545827 has been approved.
198,AIRTEL,"आखरी 2 दिन बाकी! एयरटेल पैक की कीमत बढ़ने वाली है|कीमत बढ़ने से पहले आज ही रीचार्ज करें| लम्बी वैधता वाले पैक से रीचार्ज करें और 20% तक बचाएं
क्लिक u.airtel.in/RC17"
199,AY-AIRTEL,90% Alert:You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App:  u.airtel.in/Data90
200,AZ-AIRTEL,Aapka Airtel Pack aaj samapt ho jaega. Sewa jaari rakhne ke liye Unlimited pack se recharge karein: www.bit.ly/rchhome . Recharge kar liya toh ignore kare
201,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: u.airtel.in/DH50
202,BZ-653740,BSNL offers discounted STV-139 with benefits of STV-187 (U/L calls+ U/L 2GB/day data+ 100SMS/day: 28 days) Call 1503.Recharge STV-139 via http://bit.ly/mBSNApp
203,BZ-653740,BSNL offers discounted PV-1199 with benefits of PV-1499 (U/L calls+ 24GB data: 365 days) For details Call 1503. Recharge PV-1199 via http://bit.ly/mBSNApp
204,AY-AIRTEL,90% Alert:You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App:  u.airtel.in/Data90
205,AY-AIRTEL,"100% ALERT:You've used 100% of your daily highspeed data limit. Speed is now reduced to 64Kbps. For data packs, click i.airtel.in/rc98"
206,ARWGOV,Join the President of India in celebrating the Constitution Day on 26 November. Get your certificates at mpa.gov.in/constitution-day
207,Airtel,"Recharge of Rs 549.00 is successful for your Airtel Mobile on 26-11-2021 at 09:12AM Transaction ID 1023134097. Check your balance, validity, tariff and best recharges on Airtel Thanks App - u.airtel.in/App"
208,Airtel,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, daily 2GB data and 100 SMS. Pack valid for 56 days.Also get FREE Hello Tunes on Wynk Music App with your unlimited pack. Claim here: i.wynk.in/bun"
209,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: i.airtel.in/Rcharge
210,ARWGOV,"Culture Ministry, Govt. of India's 3 competitions - DeshBhakti Geet Writing, Lori Writing & Rangoli Making. Log in https://amritmahotsav.nic.in/competitions.htm"
211,AIRTEL,अलर्ट! एयरटेल कभी भी 10 अंक वाले मोबाइल नंबर से आपके अकाउंट/सिम अपडेट के लिए कोई भी KYC से सम्बंधित SMS नहीं भेजता है| ऐसी धोखाधड़ी से सावधान रहें और कॉल पर कभी भी कोई OTP/कोड शेयर ना करें|
212,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: i.airtel.in/Rcharge
213,BZ-653740,BSNL offers discounted STV-139 with benefits of STV-187 (U/L calls+ U/L 2GB/day data+ 100SMS/day: 28 days) Call 1503.Recharge STV-139 via http://bit.ly/mBSNApp
214,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: i.airtel.in/Rcharge
215,AY-AIRTEL,90% Alert:You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App:  i.airtel.in/Rcharge
216,BZ-653740,BSNL offers discounted PV-1199 with benefits of PV-1499 (U/L calls+ 24GB data: 365 days) For details Call 1503. Recharge PV-1199 via http://bit.ly/mBSNApp
217,BZ-653740,BSNL offers discounted STV-139 with benefits of STV-187 (U/L calls+ U/L 2GB/day data+ 100SMS/day: 28 days) Call 1503.Recharge STV-139 via http://bit.ly/mBSNApp
218,AY-ARWINC,"खुशख़बरी! KALANI BAGH मे जल्द आ रहा है नया एयरटेल 4G कवरेज बूस्ट के साथ. अब आप पाएँगे बेहतर नेटवर्क कवरेज, तेज़ इंटरनेट स्पीड् और तुरंत कॉल कनेक्ट."
219,VM-UNIONB,Your SB A/c *1487 Credited for Rs:56327 on 02-12-2021 15:04:22 by NEFT/DIRECTORATE OF TREAS.UTR:SBIN521336210525 Avl Bal Rs:212936.51 -Union Bank of India
220,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: i.airtel.in/Rcharge
221,BZ-653740,"Dear Customer,Recharge with BSNL STV-319 and get Unlimited any-net voice calls+300SMS+10GB data for 75 days.Hurry! T&C apply.Recharge via http://bit.ly/mBSNApp"
222,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: i.airtel.in/Rcharge
223,BZ-653740,"Dear Customer,Recharge with BSNL STV-319 and get Unlimited any-net voice calls+300SMS+10GB data for 75 days.Hurry! T&C apply.Recharge via http://bit.ly/mBSNApp"
224,BZ-653740,BSNL offers discounted PV-1199 with benefits of PV-1499 (U/L calls+ 24GB data: 365 days) For details Call 1503. Recharge PV-1199 via http://bit.ly/mBSNApp
225,AY-ARWINC,"खुशख़बरी! KALANI BAGH मे जल्द आ रहा है नया एयरटेल 4G कवरेज बूस्ट के साथ. अब आप पाएँगे बेहतर नेटवर्क कवरेज, तेज़ इंटरनेट स्पीड् और तुरंत कॉल कनेक्ट."
226,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: i.airtel.in/Rcharge
227,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: i.airtel.in/Rcharge
228,AIRTEL,अलर्ट! एयरटेल कभी भी 10 अंक वाले मोबाइल नंबर से आपके अकाउंट/सिम अपडेट के लिए कोई भी KYC से सम्बंधित SMS नहीं भेजता है| ऐसी धोखाधड़ी से सावधान रहें और कॉल पर कभी भी कोई OTP/कोड शेयर ना करें|
229,AY-AIRTEL,"GAYTRI VIHAR में एयरटेल का नेटवर्क अपग्रेड कर दिया है| अब आनंद लें और भी बेहतर नेटवर्क, VoLTE, इंडोर कवरेज और तेज़ डाटा स्पीड का|"
230,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: i.airtel.in/Rcharge
231,BZ-653740,BSNL offers discounted PV-1199 with benefits of PV-1499 (U/L calls+ 24GB data: 365 days) For details Call 1503. Recharge PV-1199 via http://bit.ly/mBSNApp
232,BZ-653740,BSNL offers discounted STV-139 with benefits of STV-187 (U/L calls+ U/L 2GB/day data+ 100SMS/day: 28 days) Call 1503.Recharge STV-139 via http://bit.ly/mBSNApp
233,BP-UNIONB,Your SB A/c *1487 Credited for Rs:11394 on 08-12-2021 17:41:37 by NEFT/DIRECTORATE OF TREAS.UTR:SBIN121342399160 Avl Bal Rs:224330.51 -Union Bank of India
234,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: i.airtel.in/Rcharge
235,BZ-653740,BSNL offers discounted STV-139 with benefits of STV-187 (U/L calls+ U/L 2GB/day data+ 100SMS/day: 28 days) Call 1503.Recharge STV-139 via http://bit.ly/mBSNApp
236,BZ-653740,BSNL offers discounted PV-1199 with benefits of PV-1499 (U/L calls+ 24GB data: 365 days) For details Call 1503. Recharge PV-1199 via http://bit.ly/mBSNApp
237,BZ-653740,BSNL offers discounted STV-139 with benefits of STV-187 (U/L calls+ U/L 2GB/day data+ 100SMS/day: 28 days) Call 1503.Recharge STV-139 via http://bit.ly/mBSNApp
238,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: i.airtel.in/Rcharge
239,JM-ALLENS,"With the successful legacy of over 33 years, ALLEN Career Institute is now in your city Gwalior to provide an enhanced learning experience for you to pursue your dream career goals. 

Visit: www.allen.ac.in/gwalior
Follow on Facebook: www.facebook.com/AllenGwalior
Follow on Twitter: www.twitter.com/AllenGwalior
Follow on Instagram: www.instagram.com/AllenGwalior

ALLEN"
240,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App: i.airtel.in/Rcharge
241,AY-AIRTEL,90% Alert:You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App:  i.airtel.in/Rcharge
